236: 11101100 -10100 -2 -1 0.25 1 1.25 -0.3125
237: 11101101 -10011 -2 -1 0.25 1 1.1875 -0.296875
238: 11101110 -10010 -2 -1 0.25 1 1125 -0.28125
239: 11101111 -10001 -2 -1 0.25 1 1.0625 -0.265625
240: 11110000 -10000 -2 -1 0.25 1 1 -0.25
241: 11110001 -1111 -3 -1 125 1 1875 -0.234375
242: 11110010 -1110 -3 -1 125 1 1.75 -0.21875
243: 11110011 -1101 -3 -1 125 1 1625 -0.203125
244: 11110100 -1100 -3 -1 125 1 1.5 -0.1875
245: 11110101 -1011 -3 -1 125 1 1375 -0.171875
246: 11110110 -1010 -3 -1 125 1 1.25 -0.15625
247: 11110111 -1001 -3 -1 125 1 1125 -0.140625
248: 11111000 -1000 -3 -1 125 1 1 -0.125
249: 11111001 -111 -4 -1 0.0625 1 1.75 -0.109375
250: 11111010 -110 -4 -1 0.0625 1 1.5 -0.09375
251: 11111011 -101 -4 -1 0.0625 1 1.25 -0.078125
252: 11111100 -100 -4 -1 0.0625 1 1 -0.0625
253: 11111101 -11 -5 -1 0.03125 1 1.5 -0.046875
254: 11111110 -10 -5 -1 0.03125 1 1 -0.03125
255: 11111111 -1 -6 -1 0.015625 1 1 -0.015625
